time,county,unemployment rate
2017-02,"Pinellas County, FL",4.1
2017-03,"Pinellas County, FL",4.5
2017-04,"Pinellas County, FL",4.1
2017-05,"Pinellas County, FL",3.8
2017-06,"Pinellas County, FL",3.7
2017-07,"Pinellas County, FL",3.8
2017-08,"Pinellas County, FL",4.0
2017-09,"Pinellas County, FL",4.0
2017-10,"Pinellas County, FL",4.0
2017-11,"Pinellas County, FL",3.7
2017-12,"Pinellas County, FL",3.6
2018-01,"Pinellas County, FL",3.6
2018-02,"Pinellas County, FL",3.5
2018-03,"Pinellas County, FL",3.9
2018-04,"Pinellas County, FL",3.6
2018-05,"Pinellas County, FL",3.4
2018-06,"Pinellas County, FL",3.2
2018-07,"Pinellas County, FL",3.2
2018-08,"Pinellas County, FL",3.6
2018-09,"Pinellas County, FL",3.4
2018-10,"Pinellas County, FL",3.4
2018-11,"Pinellas County, FL",3.1
2018-12,"Pinellas County, FL",3.1
2019-01,"Pinellas County, FL",3.2
2019-02,"Pinellas County, FL",3.2
2019-03,"Pinellas County, FL",3.6
2019-04,"Pinellas County, FL",3.2
2019-05,"Pinellas County, FL",3.1
2019-06,"Pinellas County, FL",2.8
2019-07,"Pinellas County, FL",2.9
2019-08,"Pinellas County, FL",3.2
2019-09,"Pinellas County, FL",3.1
2019-10,"Pinellas County, FL",3.1
2019-11,"Pinellas County, FL",2.7
2019-12,"Pinellas County, FL",2.7
2020-01,"Pinellas County, FL",2.7
2020-02,"Pinellas County, FL",2.5
2020-03,"Pinellas County, FL",
2020-04,"Pinellas County, FL",
2020-05,"Pinellas County, FL",
2020-06,"Pinellas County, FL",
2020-07,"Pinellas County, FL",
2020-08,"Pinellas County, FL",
2020-09,"Pinellas County, FL",
2020-10,"Pinellas County, FL",
2020-11,"Pinellas County, FL",
2020-12,"Pinellas County, FL",
2021-01,"Pinellas County, FL",
2021-02,"Pinellas County, FL",
2011-01,"San Diego County, CA",
2011-02,"San Diego County, CA",
2011-03,"San Diego County, CA",10.8
2011-04,"San Diego County, CA",10.5
2011-05,"San Diego County, CA",10.4
2011-06,"San Diego County, CA",10.0
2011-07,"San Diego County, CA",10.0
2011-08,"San Diego County, CA",10.7
2011-09,"San Diego County, CA",10.9
2011-10,"San Diego County, CA",10.6
2011-11,"San Diego County, CA",10.3
2011-12,"San Diego County, CA",10.2
2012-01,"San Diego County, CA",9.8
2012-02,"San Diego County, CA",9.5
2012-03,"San Diego County, CA",9.8
2012-04,"San Diego County, CA",9.7
2012-05,"San Diego County, CA",9.6
2012-06,"San Diego County, CA",8.9
2012-07,"San Diego County, CA",8.9
2012-08,"San Diego County, CA",9.5
2012-09,"San Diego County, CA",9.7
2012-10,"San Diego County, CA",9.3
2012-11,"San Diego County, CA",8.6
2012-12,"San Diego County, CA",8.7
2013-01,"San Diego County, CA",8.4
2013-02,"San Diego County, CA",8.2
2013-03,"San Diego County, CA",8.8
2013-04,"San Diego County, CA",8.3
2013-05,"San Diego County, CA",8.0
2013-06,"San Diego County, CA",7.5
2013-07,"San Diego County, CA",7.5
2013-08,"San Diego County, CA",8.2
2013-09,"San Diego County, CA",8.3
2013-10,"San Diego County, CA",8.0
2013-11,"San Diego County, CA",7.6
2013-12,"San Diego County, CA",7.7
2014-01,"San Diego County, CA",7.2
2014-02,"San Diego County, CA",6.8
2014-03,"San Diego County, CA",7.1
2014-04,"San Diego County, CA",7.1
2014-05,"San Diego County, CA",7.0
2014-06,"San Diego County, CA",6.2
2014-07,"San Diego County, CA",6.2
2014-08,"San Diego County, CA",6.5
2014-09,"San Diego County, CA",6.9
2014-10,"San Diego County, CA",6.6
2014-11,"San Diego County, CA",6.1
2014-12,"San Diego County, CA",6.0
2015-01,"San Diego County, CA",5.9
2015-02,"San Diego County, CA",5.4
2015-03,"San Diego County, CA",5.9
2015-04,"San Diego County, CA",5.5
2015-05,"San Diego County, CA",5.4
2015-06,"San Diego County, CA",5.0
2015-07,"San Diego County, CA",5.1
2015-08,"San Diego County, CA",5.3
2015-09,"San Diego County, CA",5.6
2015-10,"San Diego County, CA",5.2
2015-11,"San Diego County, CA",4.9
2015-12,"San Diego County, CA",5.0
2016-01,"San Diego County, CA",4.9
2016-02,"San Diego County, CA",4.7
2016-03,"San Diego County, CA",4.9
2016-04,"San Diego County, CA",4.8
2016-05,"San Diego County, CA",4.9
2016-06,"San Diego County, CA",4.6
2016-07,"San Diego County, CA",4.3
2016-08,"San Diego County, CA",5.0
2016-09,"San Diego County, CA",5.1
2016-10,"San Diego County, CA",5.0
2016-11,"San Diego County, CA",4.7
2016-12,"San Diego County, CA",4.7
2017-01,"San Diego County, CA",4.4
2017-02,"San Diego County, CA",4.2
2017-03,"San Diego County, CA",4.7
2017-04,"San Diego County, CA",4.4
2017-05,"San Diego County, CA",4.2
2017-06,"San Diego County, CA",3.8
2017-07,"San Diego County, CA",3.7
2017-08,"San Diego County, CA",4.2
2017-09,"San Diego County, CA",4.4
2017-10,"San Diego County, CA",4.3
2017-11,"San Diego County, CA",3.8
2017-12,"San Diego County, CA",3.7
2018-01,"San Diego County, CA",3.6
2018-02,"San Diego County, CA",3.4
2018-03,"San Diego County, CA",3.7
2018-04,"San Diego County, CA",3.5
2018-05,"San Diego County, CA",3.4
2018-06,"San Diego County, CA",3.1
2018-07,"San Diego County, CA",2.9
2018-08,"San Diego County, CA",3.6
2018-09,"San Diego County, CA",3.7
2018-10,"San Diego County, CA",3.6
2018-11,"San Diego County, CA",3.2
2018-12,"San Diego County, CA",3.3
2019-01,"San Diego County, CA",3.3
2019-02,"San Diego County, CA",3.3
2019-03,"San Diego County, CA",3.8
2019-04,"San Diego County, CA",3.4
2019-05,"San Diego County, CA",3.5
2019-06,"San Diego County, CA",2.9
2019-07,"San Diego County, CA",2.8
2019-08,"San Diego County, CA",3.3
2019-09,"San Diego County, CA",3.6
2019-10,"San Diego County, CA",3.4
2019-11,"San Diego County, CA",2.9
2019-12,"San Diego County, CA",3.0
2020-01,"San Diego County, CA",2.9
2020-02,"San Diego County, CA",2.8
2020-03,"San Diego County, CA",
2020-04,"San Diego County, CA",
2020-05,"San Diego County, CA",
2020-06,"San Diego County, CA",
2020-07,"San Diego County, CA",
2020-08,"San Diego County, CA",
2020-09,"San Diego County, CA",
2020-10,"San Diego County, CA",
2020-11,"San Diego County, CA",
2020-12,"San Diego County, CA",
2021-01,"San Diego County, CA",
2021-02,"San Diego County, CA",
2011-01,"San Francisco County/city, CA",
2011-02,"San Francisco County/city, CA",
2011-03,"San Francisco County/city, CA",8.9
2011-04,"San Francisco County/city, CA",8.5
2011-05,"San Francisco County/city, CA",8.4
2011-06,"San Francisco County/city, CA",7.9
2011-07,"San Francisco County/city, CA",7.8
2011-08,"San Francisco County/city, CA",8.4
2011-09,"San Francisco County/city, CA",8.3
2011-10,"San Francisco County/city, CA",8.2
2011-11,"San Francisco County/city, CA",7.8
2011-12,"San Francisco County/city, CA",7.7
2012-01,"San Francisco County/city, CA",7.5
2012-02,"San Francisco County/city, CA",7.2
2012-03,"San Francisco County/city, CA",7.6
2012-04,"San Francisco County/city, CA",7.4
2012-05,"San Francisco County/city, CA",7.3
2012-06,"San Francisco County/city, CA",6.8
2012-07,"San Francisco County/city, CA",6.7
2012-08,"San Francisco County/city, CA",7.1
2012-09,"San Francisco County/city, CA",7.2
2012-10,"San Francisco County/city, CA",6.9
2012-11,"San Francisco County/city, CA",6.3
2012-12,"San Francisco County/city, CA",6.2
2013-01,"San Francisco County/city, CA",6.0
2013-02,"San Francisco County/city, CA",5.9
2013-03,"San Francisco County/city, CA",6.4
2013-04,"San Francisco County/city, CA",5.9
2013-05,"San Francisco County/city, CA",5.7
2013-06,"San Francisco County/city, CA",5.2
2013-07,"San Francisco County/city, CA",5.3
2013-08,"San Francisco County/city, CA",5.8
2013-09,"San Francisco County/city, CA",5.7
2013-10,"San Francisco County/city, CA",5.5
2013-11,"San Francisco County/city, CA",5.2
2013-12,"San Francisco County/city, CA",5.2
2014-01,"San Francisco County/city, CA",4.9
2014-02,"San Francisco County/city, CA",4.6
2014-03,"San Francisco County/city, CA",4.9
2014-04,"San Francisco County/city, CA",4.9
2014-05,"San Francisco County/city, CA",4.8
2014-06,"San Francisco County/city, CA",4.2
2014-07,"San Francisco County/city, CA",4.2
2014-08,"San Francisco County/city, CA",4.4
2014-09,"San Francisco County/city, CA",4.7
2014-10,"San Francisco County/city, CA",4.5
2014-11,"San Francisco County/city, CA",4.1
2014-12,"San Francisco County/city, CA",4.0
2015-01,"San Francisco County/city, CA",4.0
2015-02,"San Francisco County/city, CA",3.6
2015-03,"San Francisco County/city, CA",4.1
2015-04,"San Francisco County/city, CA",3.9
2015-05,"San Francisco County/city, CA",3.8
2015-06,"San Francisco County/city, CA",3.5
2015-07,"San Francisco County/city, CA",3.6
2015-08,"San Francisco County/city, CA",3.8
2015-09,"San Francisco County/city, CA",3.9
2015-10,"San Francisco County/city, CA",3.6
2015-11,"San Francisco County/city, CA",3.4
2015-12,"San Francisco County/city, CA",3.5
2016-01,"San Francisco County/city, CA",3.4
2016-02,"San Francisco County/city, CA",3.3
2016-03,"San Francisco County/city, CA",3.4
2016-04,"San Francisco County/city, CA",3.3
2016-05,"San Francisco County/city, CA",3.4
2016-06,"San Francisco County/city, CA",3.2
2016-07,"San Francisco County/city, CA",3.0
2016-08,"San Francisco County/city, CA",3.4
2016-09,"San Francisco County/city, CA",3.5
2016-10,"San Francisco County/city, CA",3.4
2016-11,"San Francisco County/city, CA",3.3
2016-12,"San Francisco County/city, CA",3.3
2017-01,"San Francisco County/city, CA",3.1
2017-02,"San Francisco County/city, CA",3.0
2017-03,"San Francisco County/city, CA",3.4
2017-04,"San Francisco County/city, CA",3.1
2017-05,"San Francisco County/city, CA",3.0
2017-06,"San Francisco County/city, CA",2.8
2017-07,"San Francisco County/city, CA",2.8
2017-08,"San Francisco County/city, CA",3.1
2017-09,"San Francisco County/city, CA",3.2
2017-10,"San Francisco County/city, CA",3.2
2017-11,"San Francisco County/city, CA",2.7
2017-12,"San Francisco County/city, CA",2.7
2018-01,"San Francisco County/city, CA",2.6
2018-02,"San Francisco County/city, CA",2.5
2018-03,"San Francisco County/city, CA",2.7
2018-04,"San Francisco County/city, CA",2.6
2018-05,"San Francisco County/city, CA",2.5
2018-06,"San Francisco County/city, CA",2.2
2018-07,"San Francisco County/city, CA",2.1
2018-08,"San Francisco County/city, CA",2.6
2018-09,"San Francisco County/city, CA",2.6
2018-10,"San Francisco County/city, CA",2.5
2018-11,"San Francisco County/city, CA",2.3
2018-12,"San Francisco County/city, CA",2.3
2019-01,"San Francisco County/city, CA",2.2
2019-02,"San Francisco County/city, CA",2.2
2019-03,"San Francisco County/city, CA",2.6
2019-04,"San Francisco County/city, CA",2.4
2019-05,"San Francisco County/city, CA",2.4
2019-06,"San Francisco County/city, CA",2.0
2019-07,"San Francisco County/city, CA",1.9
2019-08,"San Francisco County/city, CA",2.3
2019-09,"San Francisco County/city, CA",2.4
2019-10,"San Francisco County/city, CA",2.3
2019-11,"San Francisco County/city, CA",1.9
2019-12,"San Francisco County/city, CA",2.0
2020-01,"San Francisco County/city, CA",2.0
2020-02,"San Francisco County/city, CA",1.9
2020-03,"San Francisco County/city, CA",
2020-04,"San Francisco County/city, CA",
2020-05,"San Francisco County/city, CA",
2020-06,"San Francisco County/city, CA",
2020-07,"San Francisco County/city, CA",
2020-08,"San Francisco County/city, CA",
2020-09,"San Francisco County/city, CA",
2020-10,"San Francisco County/city, CA",
2020-11,"San Francisco County/city, CA",
2020-12,"San Francisco County/city, CA",
2021-01,"San Francisco County/city, CA",
2021-02,"San Francisco County/city, CA",
2011-01,"Santa Barbara County, CA",
2011-02,"Santa Barbara County, CA",
2011-03,"Santa Barbara County, CA",10.7
2011-04,"Santa Barbara County, CA",10.3
2011-05,"Santa Barbara County, CA",10.1
2011-06,"Santa Barbara County, CA",9.0
2011-07,"Santa Barbara County, CA",8.5
2011-08,"Santa Barbara County, CA",9.3
2011-09,"Santa Barbara County, CA",9.4
2011-10,"Santa Barbara County, CA",9.1
2011-11,"Santa Barbara County, CA",9.0
2011-12,"Santa Barbara County, CA",9.1
2012-01,"Santa Barbara County, CA",8.9
2012-02,"Santa Barbara County, CA",9.3
2012-03,"Santa Barbara County, CA",9.7
2012-04,"Santa Barbara County, CA",9.5
2012-05,"Santa Barbara County, CA",9.2
2012-06,"Santa Barbara County, CA",8.2
2012-07,"Santa Barbara County, CA",7.8
2012-08,"Santa Barbara County, CA",8.4
2012-09,"Santa Barbara County, CA",8.5
2012-10,"Santa Barbara County, CA",8.1
2012-11,"Santa Barbara County, CA",7.5
2012-12,"Santa Barbara County, CA",7.7
2013-01,"Santa Barbara County, CA",7.7
2013-02,"Santa Barbara County, CA",8.2
2013-03,"Santa Barbara County, CA",8.9
2013-04,"Santa Barbara County, CA",8.3
2013-05,"Santa Barbara County, CA",7.8
2013-06,"Santa Barbara County, CA",6.7
2013-07,"Santa Barbara County, CA",6.4
2013-08,"Santa Barbara County, CA",7.2
2013-09,"Santa Barbara County, CA",7.4
2013-10,"Santa Barbara County, CA",7.0
2013-11,"Santa Barbara County, CA",6.6
2013-12,"Santa Barbara County, CA",6.8
2014-01,"Santa Barbara County, CA",6.7
2014-02,"Santa Barbara County, CA",6.8
2014-03,"Santa Barbara County, CA",7.4
2014-04,"Santa Barbara County, CA",7.3
2014-05,"Santa Barbara County, CA",6.8
2014-06,"Santa Barbara County, CA",5.5
2014-07,"Santa Barbara County, CA",5.4
2014-08,"Santa Barbara County, CA",5.8
2014-09,"Santa Barbara County, CA",6.2
2014-10,"Santa Barbara County, CA",6.0
2014-11,"Santa Barbara County, CA",5.6
2014-12,"Santa Barbara County, CA",5.6
2015-01,"Santa Barbara County, CA",5.9
2015-02,"Santa Barbara County, CA",6.0
2015-03,"Santa Barbara County, CA",6.6
2015-04,"Santa Barbara County, CA",6.2
2015-05,"Santa Barbara County, CA",5.6
2015-06,"Santa Barbara County, CA",4.9
2015-07,"Santa Barbara County, CA",4.7
2015-08,"Santa Barbara County, CA",5.0
2015-09,"Santa Barbara County, CA",5.2
2015-10,"Santa Barbara County, CA",4.9
2015-11,"Santa Barbara County, CA",4.5
2015-12,"Santa Barbara County, CA",4.9
2016-01,"Santa Barbara County, CA",5.3
2016-02,"Santa Barbara County, CA",5.6
2016-03,"Santa Barbara County, CA",6.1
2016-04,"Santa Barbara County, CA",5.8
2016-05,"Santa Barbara County, CA",5.6
2016-06,"Santa Barbara County, CA",4.7
2016-07,"Santa Barbara County, CA",4.2
2016-08,"Santa Barbara County, CA",4.9
2016-09,"Santa Barbara County, CA",5.0
2016-10,"Santa Barbara County, CA",4.8
2016-11,"Santa Barbara County, CA",4.6
2016-12,"Santa Barbara County, CA",4.7
2017-01,"Santa Barbara County, CA",4.8
2017-02,"Santa Barbara County, CA",5.6
2017-03,"Santa Barbara County, CA",6.2
2017-04,"Santa Barbara County, CA",5.9
2017-05,"Santa Barbara County, CA",5.3
2017-06,"Santa Barbara County, CA",4.2
2017-07,"Santa Barbara County, CA",3.8
2017-08,"Santa Barbara County, CA",4.3
2017-09,"Santa Barbara County, CA",4.5
2017-10,"Santa Barbara County, CA",4.3
2017-11,"Santa Barbara County, CA",3.8
2017-12,"Santa Barbara County, CA",3.8
2018-01,"Santa Barbara County, CA",4.0
2018-02,"Santa Barbara County, CA",4.4
2018-03,"Santa Barbara County, CA",5.3
2018-04,"Santa Barbara County, CA",4.9
2018-05,"Santa Barbara County, CA",4.7
2018-06,"Santa Barbara County, CA",3.8
2018-07,"Santa Barbara County, CA",3.1
2018-08,"Santa Barbara County, CA",3.9
2018-09,"Santa Barbara County, CA",3.9
2018-10,"Santa Barbara County, CA",3.7
2018-11,"Santa Barbara County, CA",3.3
2018-12,"Santa Barbara County, CA",3.4
2019-01,"Santa Barbara County, CA",3.5
2019-02,"Santa Barbara County, CA",4.2
2019-03,"Santa Barbara County, CA",5.3
2019-04,"Santa Barbara County, CA",4.8
2019-05,"Santa Barbara County, CA",4.7
2019-06,"Santa Barbara County, CA",3.4
2019-07,"Santa Barbara County, CA",2.9
2019-08,"Santa Barbara County, CA",3.4
2019-09,"Santa Barbara County, CA",3.6
2019-10,"Santa Barbara County, CA",3.4
2019-11,"Santa Barbara County, CA",3.0
2019-12,"Santa Barbara County, CA",3.1
2020-01,"Santa Barbara County, CA",3.2
2020-02,"Santa Barbara County, CA",3.6
2020-03,"Santa Barbara County, CA",
2020-04,"Santa Barbara County, CA",
2020-05,"Santa Barbara County, CA",
2020-06,"Santa Barbara County, CA",
2020-07,"Santa Barbara County, CA",
2020-08,"Santa Barbara County, CA",
2020-09,"Santa Barbara County, CA",
2020-10,"Santa Barbara County, CA",
2020-11,"Santa Barbara County, CA",
2020-12,"Santa Barbara County, CA",
2021-01,"Santa Barbara County, CA",
2021-02,"Santa Barbara County, CA",
2011-01,"Washtenaw County, MI",
2011-02,"Washtenaw County, MI",
2011-03,"Washtenaw County, MI",7.0
2011-04,"Washtenaw County, MI",6.7
2011-05,"Washtenaw County, MI",7.0
2011-06,"Washtenaw County, MI",6.4
2011-07,"Washtenaw County, MI",7.1
2011-08,"Washtenaw County, MI",8.0
2011-09,"Washtenaw County, MI",8.4
2011-10,"Washtenaw County, MI",7.3
2011-11,"Washtenaw County, MI",6.8
2011-12,"Washtenaw County, MI",6.2
2012-01,"Washtenaw County, MI",5.5
2012-02,"Washtenaw County, MI",5.6
2012-03,"Washtenaw County, MI",5.9
2012-04,"Washtenaw County, MI",5.9
2012-05,"Washtenaw County, MI",6.0
2012-06,"Washtenaw County, MI",5.4
2012-07,"Washtenaw County, MI",6.3
2012-08,"Washtenaw County, MI",6.9
2012-09,"Washtenaw County, MI",7.6
2012-10,"Washtenaw County, MI",6.4
2012-11,"Washtenaw County, MI",5.4
2012-12,"Washtenaw County, MI",5.4
2013-01,"Washtenaw County, MI",4.8
2013-02,"Washtenaw County, MI",5.4
2013-03,"Washtenaw County, MI",5.9
2013-04,"Washtenaw County, MI",5.7
2013-05,"Washtenaw County, MI",5.6
2013-06,"Washtenaw County, MI",5.2
2013-07,"Washtenaw County, MI",6.1
2013-08,"Washtenaw County, MI",6.9
2013-09,"Washtenaw County, MI",7.4
2013-10,"Washtenaw County, MI",6.3
2013-11,"Washtenaw County, MI",5.6
2013-12,"Washtenaw County, MI",5.5
2014-01,"Washtenaw County, MI",5.0
2014-02,"Washtenaw County, MI",4.8
2014-03,"Washtenaw County, MI",5.1
2014-04,"Washtenaw County, MI",5.3
2014-05,"Washtenaw County, MI",5.2
2014-06,"Washtenaw County, MI",4.7
2014-07,"Washtenaw County, MI",5.3
2014-08,"Washtenaw County, MI",5.5
2014-09,"Washtenaw County, MI",6.2
2014-10,"Washtenaw County, MI",5.1
2014-11,"Washtenaw County, MI",4.7
2014-12,"Washtenaw County, MI",4.2
2015-01,"Washtenaw County, MI",3.8
2015-02,"Washtenaw County, MI",3.5
2015-03,"Washtenaw County, MI",4.1
2015-04,"Washtenaw County, MI",3.8
2015-05,"Washtenaw County, MI",3.7
2015-06,"Washtenaw County, MI",3.5
2015-07,"Washtenaw County, MI",4.2
2015-08,"Washtenaw County, MI",4.5
2015-09,"Washtenaw County, MI",4.8
2015-10,"Washtenaw County, MI",3.8
2015-11,"Washtenaw County, MI",3.4
2015-12,"Washtenaw County, MI",3.4
2016-01,"Washtenaw County, MI",3.0
2016-02,"Washtenaw County, MI",2.9
2016-03,"Washtenaw County, MI",3.3
2016-04,"Washtenaw County, MI",3.3
2016-05,"Washtenaw County, MI",3.5
2016-06,"Washtenaw County, MI",3.2
2016-07,"Washtenaw County, MI",3.5
2016-08,"Washtenaw County, MI",4.2
2016-09,"Washtenaw County, MI",4.8
2016-10,"Washtenaw County, MI",4.2
2016-11,"Washtenaw County, MI",3.9
2016-12,"Washtenaw County, MI",3.8
2017-01,"Washtenaw County, MI",3.2
2017-02,"Washtenaw County, MI",3.0
2017-03,"Washtenaw County, MI",3.6
2017-04,"Washtenaw County, MI",3.6
2017-05,"Washtenaw County, MI",3.1
2017-06,"Washtenaw County, MI",2.7
2017-07,"Washtenaw County, MI",3.2
2017-08,"Washtenaw County, MI",3.9
2017-09,"Washtenaw County, MI",4.9
2017-10,"Washtenaw County, MI",4.1
2017-11,"Washtenaw County, MI",3.8
2017-12,"Washtenaw County, MI",3.2
2018-01,"Washtenaw County, MI",3.0
2018-02,"Washtenaw County, MI",2.8
2018-03,"Washtenaw County, MI",3.4
2018-04,"Washtenaw County, MI",3.3
2018-05,"Washtenaw County, MI",3.0
2018-06,"Washtenaw County, MI",2.6
2018-07,"Washtenaw County, MI",2.9
2018-08,"Washtenaw County, MI",3.6
2018-09,"Washtenaw County, MI",4.0
2018-10,"Washtenaw County, MI",3.3
2018-11,"Washtenaw County, MI",2.9
2018-12,"Washtenaw County, MI",2.8
2019-01,"Washtenaw County, MI",2.5
2019-02,"Washtenaw County, MI",2.7
2019-03,"Washtenaw County, MI",3.1
2019-04,"Washtenaw County, MI",3.0
2019-05,"Washtenaw County, MI",3.1
2019-06,"Washtenaw County, MI",2.6
2019-07,"Washtenaw County, MI",2.8
2019-08,"Washtenaw County, MI",3.4
2019-09,"Washtenaw County, MI",4.2
2019-10,"Washtenaw County, MI",3.2
2019-11,"Washtenaw County, MI",2.7
2019-12,"Washtenaw County, MI",2.4
2020-01,"Washtenaw County, MI",2.2
2020-02,"Washtenaw County, MI",2.1
2020-03,"Washtenaw County, MI",
2020-04,"Washtenaw County, MI",
2020-05,"Washtenaw County, MI",
2020-06,"Washtenaw County, MI",
2020-07,"Washtenaw County, MI",
2020-08,"Washtenaw County, MI",
2020-09,"Washtenaw County, MI",
2020-10,"Washtenaw County, MI",
2020-11,"Washtenaw County, MI",
2020-12,"Washtenaw County, MI",
2021-01,"Washtenaw County, MI",
2021-02,"Washtenaw County, MI",
2011-01,"Westchester County, NY",
2011-02,"Westchester County, NY",
2011-03,"Westchester County, NY",7.8
2011-04,"Westchester County, NY",7.6
2011-05,"Westchester County, NY",7.1
2011-06,"Westchester County, NY",6.6
2011-07,"Westchester County, NY",6.7
2011-08,"Westchester County, NY",7.0
2011-09,"Westchester County, NY",7.2
2011-10,"Westchester County, NY",7.1
2011-11,"Westchester County, NY",7.2
2011-12,"Westchester County, NY",6.9
2012-01,"Westchester County, NY",6.8
2012-02,"Westchester County, NY",7.0
2012-03,"Westchester County, NY",7.8
2012-04,"Westchester County, NY",7.8
2012-05,"Westchester County, NY",7.4
2012-06,"Westchester County, NY",6.9
2012-07,"Westchester County, NY",7.2
2012-08,"Westchester County, NY",7.5
2012-09,"Westchester County, NY",7.8
2012-10,"Westchester County, NY",7.4
2012-11,"Westchester County, NY",7.1
2012-12,"Westchester County, NY",6.8
2013-01,"Westchester County, NY",6.6
2013-02,"Westchester County, NY",6.7
2013-03,"Westchester County, NY",7.6
2013-04,"Westchester County, NY",7.3
2013-05,"Westchester County, NY",6.5
2013-06,"Westchester County, NY",5.9
2013-07,"Westchester County, NY",6.2
2013-08,"Westchester County, NY",6.4
2013-09,"Westchester County, NY",6.4
2013-10,"Westchester County, NY",6.2
2013-11,"Westchester County, NY",6.0
2013-12,"Westchester County, NY",5.8
2014-01,"Westchester County, NY",5.4
2014-02,"Westchester County, NY",5.2
2014-03,"Westchester County, NY",5.9
2014-04,"Westchester County, NY",6.1
2014-05,"Westchester County, NY",5.5
2014-06,"Westchester County, NY",4.6
2014-07,"Westchester County, NY",5.0
2014-08,"Westchester County, NY",5.0
2014-09,"Westchester County, NY",5.4
2014-10,"Westchester County, NY",5.3
2014-11,"Westchester County, NY",4.9
2014-12,"Westchester County, NY",4.7
2015-01,"Westchester County, NY",4.7
2015-02,"Westchester County, NY",4.4
2015-03,"Westchester County, NY",5.2
2015-04,"Westchester County, NY",5.2
2015-05,"Westchester County, NY",4.7
2015-06,"Westchester County, NY",4.4
2015-07,"Westchester County, NY",4.6
2015-08,"Westchester County, NY",4.6
2015-09,"Westchester County, NY",4.8
2015-10,"Westchester County, NY",4.5
2015-11,"Westchester County, NY",4.3
2015-12,"Westchester County, NY",4.1
2016-01,"Westchester County, NY",4.0
2016-02,"Westchester County, NY",4.0
2016-03,"Westchester County, NY",4.4
2016-04,"Westchester County, NY",4.6
2016-05,"Westchester County, NY",4.3
2016-06,"Westchester County, NY",4.0
2016-07,"Westchester County, NY",3.8
2016-08,"Westchester County, NY",4.2
2016-09,"Westchester County, NY",4.5
2016-10,"Westchester County, NY",4.5
2016-11,"Westchester County, NY",4.5
2016-12,"Westchester County, NY",4.4
2017-01,"Westchester County, NY",4.1
2017-02,"Westchester County, NY",4.2
2017-03,"Westchester County, NY",4.8
2017-04,"Westchester County, NY",5.0
2017-05,"Westchester County, NY",4.4
2017-06,"Westchester County, NY",4.2
2017-07,"Westchester County, NY",4.3
2017-08,"Westchester County, NY",4.5
2017-09,"Westchester County, NY",4.7
2017-10,"Westchester County, NY",4.8
2017-11,"Westchester County, NY",4.5
2017-12,"Westchester County, NY",4.3
2018-01,"Westchester County, NY",4.3
2018-02,"Westchester County, NY",4.3
2018-03,"Westchester County, NY",4.7
2018-04,"Westchester County, NY",4.9
2018-05,"Westchester County, NY",4.3
2018-06,"Westchester County, NY",3.8
2018-07,"Westchester County, NY",3.6
2018-08,"Westchester County, NY",3.9
2018-09,"Westchester County, NY",4.0
2018-10,"Westchester County, NY",3.9
2018-11,"Westchester County, NY",3.5
2018-12,"Westchester County, NY",3.4
2019-01,"Westchester County, NY",3.2
2019-02,"Westchester County, NY",3.5
2019-03,"Westchester County, NY",4.1
2019-04,"Westchester County, NY",4.1
2019-05,"Westchester County, NY",3.7
2019-06,"Westchester County, NY",3.3
2019-07,"Westchester County, NY",3.4
2019-08,"Westchester County, NY",3.7
2019-09,"Westchester County, NY",4.0
2019-10,"Westchester County, NY",4.1
2019-11,"Westchester County, NY",3.7
2019-12,"Westchester County, NY",3.7
2020-01,"Westchester County, NY",3.6
2020-02,"Westchester County, NY",3.8
2020-03,"Westchester County, NY",
2020-04,"Westchester County, NY",
2020-05,"Westchester County, NY",
2020-06,"Westchester County, NY",
2020-07,"Westchester County, NY",
2020-08,"Westchester County, NY",
2020-09,"Westchester County, NY",
2020-10,"Westchester County, NY",
2020-11,"Westchester County, NY",
2020-12,"Westchester County, NY",
2021-01,"Westchester County, NY",
2021-02,"Westchester County, NY",
